rated,turns,winner,white_rating,black_rating,moves,opening_name,opening_eco
True,33,white,1294,1709,g1f3 e7e5 e2e4 d7d5 f3e5 f8d6 f1a6 d6e5 h2h4 d5e4 b1c3 e5c3 a6b7 d8h4 d2c3 g8e7 h1h4 c8b7 c1g5 b8d7 h4e4 e8f8 e4e7 b7d5 e7d7 d5a2 d7c7 a2c4 c7a7 c4d5 d1d5 a8a7 d5d8,Generated,A00
True,35,white,1335,2187,h2h3 g8f6 d2d4 b8c6 b1d2 c6d4 e2e4 d4c2 d1c2 f6e4 c2e4 e7e6 e4h7 h8g8 h7g8 d7d5 g8g7 f8d6 g1f3 b7b5 f1c4 c8b7 c4d5 e6e5 d5b7 a8b8 f3e5 d6c5 e1g1 b8b7 d2c4 c5f2 g1h2 b5c4 g7f7,Generated,A00
True,80,draw,1417,1266,e2e4 d7d5 g1e2 d5e4 d2d3 b8d7 b1c3 e7e5 d3e4 g8e7 c1d2 e7c6 e2f4 f8d6 f1d3 e8g8 e1f1 d8h4 d1e2 h4f4 d2e3 f4h2 e3f4 h2f4 c3d5 d6a3 d5b6 d7b6 f1g1 a3b2 e2f3 f4e4 f3e4 b2a1 h1h7 c8f5 e4e5 a1e5 g2g4 f5d3 h7g7 g8g7 a2a3 c6a5 c2c3 a5c6 f2f4 e5f4 g4g5 f4g5 g1h1 a8d8 h1g1 g7g8 c3c4 f8e8 g1h1 b6c4 h1h2 d8d6 a3a4 c6e5 h2g1 e8c8 a4a5 d3f5 g1h2 d6b6 a5b6 c4b6 h2g1 b6c4 g1h1 c8d8 h1g1 f5e4 g1h2 g8g7 h2h3 g5f4,Generated,A00
True,80,draw,2025,1389,g1f3 g8f6 b1c3 c7c5 d2d4 c5d4 e2e4 d4e3 c1e3 d7d5 e3a7 e7e5 c3d5 a8a7 f3g1 a7a2 h2h4 f6d5 d1d5 d8d5 a1a2 b8c6 g1e2 f8c5 b2b4 c8g4 h1g1 c6b4 a2a4 d5g2 g1g2 g4e6 a4b4 e8g8 g2g7 g8h8 b4b7 h7h6 e1d2 c5f2 b7f7 f2h4 e2d4 f8f7 f1d3 e5d4 g7g3 h4e7 g3g6 e7c5 g6h6 f7h7 h6e6 c5b4 d2e2 h7d7 e6e7 d7b7 e7b7 b4c5 d3c4 c5b4 e2f1 b4d2 f1g2 d2c1 c4d3 c1g5 b7e7 g5e7 d3e4 h8g8 g2g1 e7d6 e4f3 d6e7 f3e2 e7b4 e2g4 d4d3,Generated,A00
True,80,draw,1573,1892,e2e4 e7e5 g1e2 g8e7 d2d4 d7d5 e4d5 e7d5 b1c3 e5d4 d1d4 b8d7 d4d5 f8c5 d5d7 c8d7 e2d4 c5d4 c3e4 d4f2 e1f2 d7f5 c1g5 d8d3 c2d3 f5e4 d3e4 e8g8 g5f4 h7h6 f4h6 a8d8 f1c4 d8d2 f2g1 d2g2 g1g2 g7h6 e4e5 f8c8 c4d3 c8b8 h1e1 b8f8 g2g1 h6h5 d3f1 f8c8 f1d3 c8e8 a2a4 c7c5 a1d1 e8e7 e5e6 e7e6 e1e6 c5c4 a4a5 a7a6 e6a6 g8g7 d3c4 g7h7 a6g6 h5h4 g6g2 h7h8 g2g3 h8h7 d1d7 h4h3 g3h3 h7g8 d7f7 b7b5 f7f6 b5c4 f6g6 g8f7,Generated,A00
True,80,draw,1760,1700,b1c3 g8f6 g1f3 e7e5 e2e4 f6e4 d2d4 e4g5 f3g5 e5d4 g5f7 b8c6 d1d4 c6d4 c1d2 e8f7 b2b4 f7g8 c3d5 d4c2 e1d1 f8b4 d1c2 d7d6 d2e3 c8d7 e3c1 d7f5 f1d3 b4c5 d3f5 c5f2 c2b1 d8b8 c1e3 a7a5 e3f2 h7h5 d5c7 b8c7 h1d1 c7e7 f5d7 e7e6 d7e6 g8h7 f2e3 h5h4 e6d5 b7b5 d5a8 h8d8 d1d6 d8d6 a8d5 d6e6 e3d2 e6e3 d2e3 a5a4 d5c4 h7h8 e3g5 a4a3 c4b3 h8h7 b3d5 g7g6 g5h4 g6g5 h4g5 h7g7 g5d8 b5b4 d8f6 g7f8 f6b2 f8e7 b2c3 e7f8,Generated,A00
True,80,draw,1879,1321,b1c3 d7d5 e2e4 b8d7 c3d5 e7e5 g1f3 g8e7 d2d4 e5d4 d1d4 e7f5 d4a7 d7e5 e4f5 d8d5 f3e5 d5e5 a7e3 c8f5 e1e2 a8a3 e3e5 e8d7 e5g7 h7h6 b2a3 f8g7 c1g5 g7a1 h1g1 f5c2 g5h6 a1e5 h6d2 c7c6 d2f4 e5a1 g1h1 h8h2 h1h2 a1g7 h2h8 f7f6 h8h7 c2h7 f4e5 d7c8 e5g3 h7e4 f2f4 e4d5 e2d2 c8d8 f1b5 d5g2 b5c4 d8e7 f4f5 g2e4 g3e5 e4f5 c4b3 f5d3 d2d3 f6f5 d3c3 g7e5 c3d3 f5f4 d3e2 e7d7 e2d2 d7e8 b3c4 e5a1 c4b3 a1d4 b3d5 e8d7,Generated,A00
True,32,black,1946,1280,c2c4 b8c6 e2e4 c6b8 b1c3 g8f6 g1f3 e7e5 d2d3 d7d5 f3e5 d5c4 d3c4 b8c6 e5f7 f6e4 f7h8 c6d4 d1d4 d8d4 h8g6 d4c3 e1e2 h7g6 g2g4 c3b2 e2d1 b2a1 f1d3 c8g4 d1e1 a1c1,Generated,A00
True,80,draw,1358,1673,b1c3 b8c6 d2d4 c6d4 d1d4 e7e5 d4e5 f8e7 e5g7 g8f6 g7h7 d7d5 h7h8 e7f8 c3d5 f6d5 g1f3 c8e6 h8g7 a8c8 g7f8 e8f8 c1d2 d8f6 d2e3 f6c3 e3d2 c3f3 e2f3 f8g7 a1d1 c8g8 f1d3 g8d8 h2h4 a7a6 d3c4 g7g8 c4a6 d8d6 a6c4 g8g7 e1g1 d6a6 d2f4 a6a2 c4d5 g7g8 d5e6 a2a8 g2g4 f7e6 f4c7 a8a2 g4g5 a2a8 c7e5 a8a3 e5d6 a3a4 d1a1 e6e5 f3f4 e5f4 d6f4 a4a1 f1e1 a1c1 e1f1 c1c2 f1b1 c2b2 b1b2 g8h8 b2b4 b7b6 b4b6 h8g8 b6b1 g8h7,Generated,A00
True,51,white,2133,2085,b1c3 g8f6 e2e4 h8g8 f2f4 f6e4 g1f3 b8c6 f1c4 e4d6 f3e5 d6c4 e5c6 c4d2 e1d2 d7d6 c6a7 e7e5 a7c6 d8e7 f4e5 e7d7 c3d5 d7c6 e5d6 g8h8 d1e2 e8d8 d5c7 c6c7 e2d3 a8a2 a1a2 f8d6 a2a7 c7c2 d3c2 d6h2 a7b7 c8f5 b7f7 h2e5 c2f5 h8e8 f5e5 e8e6 h1h7 e6h6 h7h6 g7g5 e5b8,Generated,A00
True,61,white,1969,1482,e2e4 b8c6 g1f3 g8f6 b1c3 d7d6 d2d3 f6e4 c1e3 e4g3 e3a7 g3f1 e1f1 d8d7 d1d2 f7f6 c3d5 e7e5 d5f6 e8e7 f6d7 e7d7 a7d4 e5d4 f3d4 c6d4 a1b1 d4c2 f2f4 a8a2 f1g1 g7g5 f4g5 c2a3 b2a3 a2a3 b1e1 d6d5 d3d4 b7b5 d2b2 f8d6 b2b1 c8a6 b1h7 d7d8 h7h8 d8d7 h8b8 a3c3 b8g8 d6h2 g1h2 c3c2 g5g6 c2e2 e1e2 a6b7 g8d5 d7c8 e2e8,Generated,A00
True,80,draw,1335,1520,g1f3 g8f6 d2d3 d7d5 e2e4 f6e4 b1c3 e4f2 e1f2 b8c6 f2g1 e7e5 f3e5 c6d4 c3d5 d4c2 d5c7 e8e7 e5f7 d8c7 a1b1 c7h2 g1h2 c8e6 d1c2 e7f7 c2c3 f8b4 c3g7 f7e8 b2b3 e6b3 a2b3 b4c5 g7b7 h8f8 b7a7 a8a7 b1a1 a7a1 c1e3 f8f1 e3c5 f1h1 h2g3 e8f7 c5d4 h1h2 g3f2 f7f8 d4a1 h7h5 a1f6 h2g2 f2f3 g2f2 f3g3 f8g8 d3d4 f2d2 g3f4 d2d4 f6d4 g8h7 b3b4 h7g8 d4c3 g8h7 c3d4 h7g6 f4e3 g6f7 e3e2 f7e7 d4e3 e7d7 e2f2 d7e7 f2g1 h5h4,Generated,A00
True,80,draw,1238,1597,d2d4 g8f6 b1d2 e7e6 g1f3 b8c6 d2e4 c6d4 f3d4 f8c5 d4e6 f6e4 e6c7 d8c7 d1d7 c7d7 e2e3 e4f2 e1f2 e8g8 f1c4 c5e3 c1e3 d7d6 a2a3 d6h2 h1h2 c8f5 h2h7 f5h7 f2f1 h7g6 a1c1 g6h5 f1g1 a8c8 c4f7 g8f7 e3a7 h5f3 a7e3 f3g2 c1d1 c8c3 b2c3 f8d8 c3c4 f7g8 c4c5 g2e4 d1d8 g8h7 d8a8 e4d3 a8c8 d3c2 c8h8 h7h8 g1g2 h8g8 e3h6 c2g6 h6g7 g6h5 g2g1 g8g7 a3a4 g7g8 a4a5 h5g4 c5c6 b7c6 g1h1 c6c5 h1g2 g8f8 g2g1 c5c4 a5a6 c4c3,Generated,A00
True,22,black,1962,1636,g1h3 b8c6 h3g5 e7e6 g5e6 d7e6 h1g1 g8f6 b1c3 f8d6 d2d4 c6d4 d1d4 d6h2 d4a7 e8g8 a7a8 h2g1 a8c8 d8d4 c8e6 g1f2,Generated,A00
True,80,draw,1403,1942,d2d4 b8c6 b1c3 c6d4 d1d4 e7e5 g1f3 e5d4 e2e4 a8b8 f1d3 g8e7 f3d4 e7d5 e4d5 b7b5 c3b5 e8e7 b5c7 b8b3 d4b3 d7d6 c1g5 f7f6 d3h7 d8c7 g5f6 e7d7 e1g1 c7c2 f6g7 c2b3 a2b3 f8g7 h7d3 d7e7 b3b4 c8f5 a1a7 e7e8 b2b3 g7e5 f2f3 f5d3 a7c7 d3b5 f1d1 h8h2 c7c8 e8d7 f3f4 h2g2 g1g2 e5f4 c8a8 b5c6 d5c6 d7c6 d1c1 f4c1 a8b8 c6c7 g2f1 c1f4 b8b7 c7c8 f1g1 c8b7 g1g2 d6d5 b4b5 b7b6 g2h1 b6b5 h1g1 b5a6 b3b4 a6b7 b4b5 f4d6,Generated,A00
True,75,white,1914,1725,b1c3 b8c6 g1f3 e7e6 d2d3 g8f6 d3d4 d7d6 c1e3 c8d7 c3d5 f6d5 f3e5 c6e5 d1d2 d8e7 d4e5 e7f6 d2d5 a8c8 d5b7 f6e5 b7c8 d7c8 e1d2 e5e3 f2e3 c8d7 e3e4 d7a4 e2e3 a4b3 a2b3 e6e5 f1d3 h7h5 a1a7 h5h4 d2e2 g7g6 h1e1 h4h3 a7c7 f8g7 g2h3 h8h3 e1a1 e8f8 a1a7 h3e3 e2d2 e3d3 d2c1 d6d5 c2d3 f8g8 c7f7 d5d4 c1b1 g6g5 b3b4 g8h7 f7e7 h7g8 e7g7 g8h8 a7c7 g5g4 c7b7 g4g3 g7e7 g3g2 b1c1 g2g1b b7b8,Generated,A00
True,80,draw,1909,2152,b1c3 b8c6 d2d4 g8f6 g1f3 c6d4 d1d4 e7e6 e2e4 f6e4 d4g7 e4c3 g7h8 c3a2 a1a2 d7d5 a2a7 e6e5 a7a8 c8d7 h8e5 f8e7 e5d5 e8f8 d5b7 d8c8 b7c8 d7c8 c1g5 e7g5 a8c8 f8e7 f1d3 f7f6 d3h7 e7f7 c8c7 f7e8 h7e4 e8d8 e1g1 g5e3 f1c1 d8c7 f2e3 c7b8 e4d3 b8a7 h2h3 a7a8 c1b1 a8a7 e3e4 f6f5 e4f5 a7a8 f3e5 a8b7 e5g4 b7b8 g4f6 b8a8 f6e4 a8b8 h3h4 b8a8 g1h2 a8a7 h4h5 a7a8 f5f6 a8a7 f6f7 a7b7 f7f8b b7a7 f8e7 a7b7 e7g5 b7a8,Generated,A00
True,80,draw,2093,1201,g1f3 a7a6 b1c3 g8f6 d2d4 e7e5 d4e5 b8c6 d1d7 c8d7 e2e4 c6e5 f1a6 b7a6 f3e5 d7f5 e5f7 f6e4 f7d8 e4c3 e1g1 e8d8 c1f4 f8c5 h2h3 c5f8 b2c3 f5g6 f4c7 d8d7 c7e5 f8d6 e5h2 d6h2 g1h1 d7c8 c3c4 c8b8 f1b1 b8a7 b1d1 g6c2 h1h2 c2d3 d1d3 a7b8 a1b1 b8c7 h2g1 h8e8 a2a3 e8g8 d3d1 g8f8 b1a1 c7b8 d1d6 f8f2 c4c5 f2g2 g1f1 g2f2 f1g1 f2c2 d6d1 c2c5 a1b1 c5b5 b1b5 b8c7 b5h5 a8e8 h5b5 c7c8 h3h4 e8d8 d1d7 c8d7 b5b1 d8c8,Generated,A00
True,80,draw,1593,1501,d2d4 a7a6 h2h4 b8c6 c1g5 e7e5 b1c3 c6b8 g5d8 b8c6 d4e5 e8d8 e2e4 c6e5 g1e2 f8b4 d1d5 g8e7 d5f7 b7b5 e1c1 b4c3 f7g7 c3b2 c1b2 e7d5 g7h8 d8e7 h8e5 e7d8 d1d5 c8b7 d5b5 b7e4 e5e4 a6b5 e4a8 d8e7 a8a4 b5a4 b2b1 a4a3 e2d4 d7d5 f1c4 d5c4 h1d1 c4c3 d1d2 e7f7 d4e6 f7e6 d2d8 e6f6 d8d7 c7c5 d7a7 c5c4 a7h7 f6e6 h7a7 e6e5 a7f7 e5d5 f7g7 d5e6 g2g4 e6e5 h4h5 e5e6 g7b7 e6d5 b7e7 d5c5 e7f7 c5b5 f2f4 b5a6 f7g7 a6b5,Generated,A00
True,49,white,2051,1687,b1c3 e7e5 g1f3 g8e7 d2d4 e5d4 f3d4 d7d6 e2e3 b8c6 f1d3 c8f5 d3f5 e7f5 d4f5 d6d5 c1d2 f8e7 f5e7 c6e7 d1f3 e7c6 f3d5 c6e5 d5b7 e8g8 b7c7 d8h4 c7e5 h4h2 e5h2 a7a5 g2g4 f8e8 h2f4 a8b8 h1h7 b8b2 h7g7 g8g7 e1c1 b2a2 c3a2 g7g8 f4f7 g8h8 f7g6 e8g8 g6h6,Generated,A00
True,80,draw,2029,1210,b1c3 g8f6 g1f3 e7e5 e2e4 f6e4 f3e5 e4d2 e1d2 b8c6 e5d7 d8d7 c3d5 f8c5 f1e2 c5f2 e2d3 f2e3 d2c3 e8g8 d5c7 d7c7 d3h7 g8h7 d1d5 c8e6 d5c5 e6a2 c1e3 g7g5 a1a2 c7h2 h1h2 h7g8 c5f8 g8f8 e3c1 f8g7 a2a5 a8c8 a5g5 g7f6 c1d2 f6e7 d2e3 a7a6 h2h7 e7f8 g5g3 c8c7 h7f7 f8e8 f7c7 e8f8 c3b3 c6e5 b3a2 f8e8 c7b7 e8d8 g3g6 e5g6 a2b1 g6f4 e3f4 d8e8 f4g5 e8f8 b7d7 f8e8 g5e3 e8f8 b1a1 f8e8 a1b1 e8d7 b1c1 d7e8 e3a7 e8d7,Generated,A00
True,80,draw,2048,1926,b1c3 e7e5 g1f3 g8e7 e2e3 d7d6 f3e5 b8c6 e5c6 d6d5 c6e7 f8e7 d2d4 d8d6 c3e4 d6c5 d4c5 e7c5 b2b3 e8g8 f1d3 c8f5 e1g1 c5e3 f2e3 d5e4 d1f3 e4f3 g2f3 f8e8 d3f5 a7a6 f1e1 e8e5 f5h7 g8h8 h7e4 e5e4 c1b2 h8g8 b2g7 e4c4 g7b2 c4g4 g1h1 a8b8 b2d4 g4g2 d4b6 c7b6 f3f4 g2d2 a1d1 d2d3 c2d3 b8d8 h1g1 d8e8 d3d4 e8d8 d1b1 d8f8 a2a3 f8b8 b3b4 g8h8 b1d1 b8e8 b4b5 e8e3 b5a6 e3a3 a6a7 a3a7 f4f5 a7a3 d1a1 a3d3 d4d5 d3d4,Generated,A00
True,33,white,1880,1692,e2e4 d7d5 e4d5 e7e5 b1c3 d8d5 g1f3 d5a2 f3e5 g7g6 a1a2 g8f6 e5g6 h7g6 d2d4 h8h2 h1h2 c8f5 a2a7 e8d8 a7b7 a8a5 b7b8 d8d7 c1e3 f8d6 h2h7 a5a2 h7f7 d7c6 f7f6 f5c2 f1b5,Generated,A00
True,80,draw,1820,1760,c2c4 b8c6 b1c3 e7e5 d2d4 e5d4 e2e4 f8d6 g1e2 g8e7 c1f4 d4c3 f4d6 c3b2 d6e7 b2a1r e7d8 c6e7 d8e7 a1a2 e4e5 d7d6 e7d6 a2b2 e2d4 b2f2 e1f2 c7d6 d1d3 d6e5 f2g1 c8f5 d3f5 e5d4 f5d7 e8f8 d7c8 a8c8 h2h4 f7f6 h4h5 c8c4 f1c4 a7a6 h1h2 h8g8 c4g8 d4d3 g8e6 d3d2 h2h4 d2d1q g1f2 d1h5 f2g1 h5g5 h4d4 g5c5 e6d7 c5c4 d7f5 c4e6 d4f4 e6c6 f4b4 c6a4 b4b6 f8g8 b6a6 a4a6 f5d3 a6c6 g1h2 c6c2 d3c2 h7h6 h2h1 g7g6 c2d3 f6f5,Generated,A00
True,80,draw,1546,2031,g1f3 b8c6 e2e4 b7b6 b1c3 g8f6 f1b5 e7e5 d2d4 e5d4 b5c6 f8b4 c6a8 d4c3 f3d2 c3d2 d1d2 b4d2 e1f1 e8g8 b2b4 d2b4 a8c6 d7c6 f1g1 f6e4 c1e3 e4c3 e3g5 d8g5 a1c1 c8e6 c1e1 c3a2 h2h4 a2c3 e1e6 c6c5 h4g5 c3d5 e6b6 c7b6 g2g4 b4c3 f2f4 c3e5 h1h5 d5f4 h5h1 e5d6 h1h7 b6b5 g5g6 f7g6 h7h1 g6g5 h1h6 g7h6 g1h1 f4d3 h1g2 f8c8 g2f3 c8d8 f3e2 c5c4 c2d3 d8a8 d3d4 a7a5 e2d2 d6h2 d2e1 a5a4 d4d5 h2f4 e1d1 c4c3 d1c2 g8g7,Generated,A00
True,17,white,2060,1457,g1f3 d7d5 e2e4 b8d7 d2d4 e7e5 e4d5 h7h5 b1c3 g8f6 f3e5 f6d5 c3d5 f8c5 d1h5 c5d4 h5f7,Generated,A00
True,80,draw,1868,1880,g1f3 d7d5 e2e4 g8f6 b1c3 b8c6 d2d4 d5e4 h2h4 e4f3 c1e3 f3g2 d1f3 g2h1r f3h1 c6d4 e3d4 e7e5 d4a7 f8d6 h1e4 a8a7 e4h7 f6d7 h7g6 d8h4 g6g7 h4c4 g7h8 d7f8 h8e5 c8e6 e5d6 c4f1 e1f1 c7d6 f1g2 f8d7 c3d5 e6d5 g2h2 a7a8 a1d1 a8d8 d1d5 e8f8 d5d2 d6d5 h2g1 f8g7 d2e2 d7c5 e2e4 d5e4 a2a4 g7g8 g1h2 c5a4 h2h1 g8h7 b2b4 a4b6 h1g1 d8d4 g1h1 h7g8 c2c4 d4c4 h1g2 b6d5 g2g1 g8f8 g1g2 c4c2 g2g1 c2c1 g1g2 c1h1 g2h1 e4e3,Generated,A00
True,53,white,2186,1404,e2e3 e7e5 d2d3 g8f6 g1e2 b8c6 a2a3 f8d6 b1d2 c6d4 e3d4 d6a3 d4e5 a3d6 e5f6 d6h2 f6g7 d7d5 g7h8q e8d7 h8d8 d7d8 d2e4 h2e5 h1h7 e5b2 g2g3 d5e4 c1b2 c8f5 a1a7 a8a7 h7f7 e4d3 f7f5 a7a2 d1d3 d8e7 e1d1 e7e6 f5b5 a2b2 b5b2 e6e7 b2b7 e7e6 e2d4 e6d7 d3c4 d7e8 c4c7 e8f8 c7d8,Generated,A00
True,40,black,1747,1913,g1f3 d7d5 b1c3 b8c6 c3d5 e7e5 a1b1 g8f6 e2e4 f6e4 f3e5 c6e5 d5c7 e8e7 h2h3 d8c7 d2d4 h7h6 d1d3 c7c2 d3a3 e4d6 a3a7 a8a7 c1h6 g7h6 f1c4 e5c4 b1c1 a7a2 e1f1 c2b2 c1c4 d6c4 d4d5 e7f6 f1e1 c4a5 e1d1 b2a1,Generated,A00
True,49,white,1307,1315,g1h3 b8c6 b1c3 g8f6 d2d4 c6d4 h3f4 e7e5 e2e4 e5f4 c1f4 a8b8 f1b5 d4b5 c3b5 d7d5 e4d5 f6d5 d1d5 c8e6 d5b7 a7a6 b7c7 a6b5 e1g1 d8c7 a1d1 e6a2 f4c7 a2d5 c7f4 h7h5 f4d6 h5h4 d1d2 f8e7 d2d5 b8b7 d6e7 b7b8 d5b5 b8b5 f1d1 b5b7 e7f6 e8f8 f6h4 b7b2 d1d8,Generated,A00
True,39,white,1206,1438,b1c3 b8c6 d2d4 e7e5 e2e4 g8f6 g1e2 c6d4 c1e3 d4e2 c3d5 f6d5 e4d5 e2d4 f1d3 d8f6 e1g1 d7d6 d3h7 h8h7 d1d4 f6f2 f1f2 c8e6 d4c3 f8e7 c3e5 e6d5 e5d5 h7h2 g1h2 e8c8 d5f7 c8b8 a1f1 d6d5 f7e7 g7g6 e7d8,Generated,A00
True,32,black,1659,2170,g1f3 g8f6 e2e4 b8c6 d2d4 c6d4 d1d4 b7b6 d4f6 e7f6 b1c3 d7d5 c1f4 d5e4 c3e4 c8e6 e4f6 d8f6 f4c7 f6f3 c7b6 f3f2 b6f2 e8c8 g2g3 f8d6 f1c4 e6c4 f2a7 d6g3 a7f2 h8e8,Generated,A00
True,80,draw,1790,1461,g1f3 g8f6 d2d4 b8c6 f3g5 c6d4 g5f7 d4c2 d1c2 d7d5 f7h8 c8e6 b1c3 d5d4 h8g6 e6a2 a1a2 d8d6 c2d1 d6h2 b2b4 h2h1 a2a7 a8a7 d1d4 h7g6 d4a7 b7b6 a7b6 h1g2 b6b7 g2b7 c1f4 b7b4 f4c7 b4d6 c3e4 e7e6 c7d6 f6e4 e2e3 e4f2 d6f8 e6e5 f8g7 e8f7 f1d3 f7g7 e1d2 g6g5 d3e4 g7f6 d2c2 f2e4 c2b1 f6g7 b1c1 e4c5 c1b2 c5d3 b2a1 g7g8 a1a2 d3f4 e3f4 e5f4 a2b1 f4f3 b1c1 g5g4 c1b2 g4g3 b2a2 g3g2 a2b2 f3f2 b2c1 g2g1q c1c2 f2f1b,Generated,A00
True,80,draw,1230,2004,d2d4 e7e5 e2e4 g8e7 b1d2 d7d5 d4e5 d5e4 d2e4 b8c6 g1e2 c6e5 c1d2 c8g4 d2c3 g4e2 e1e2 d8d1 a1d1 a7a5 c3a5 e7d5 e4g3 a8a5 d1d5 a5a2 h2h4 f8d6 g3e4 e8f8 e4d6 f8g8 d5e5 h7h6 d6b7 a2b2 b7d6 b2a2 e5g5 g8h7 g5g6 c7d6 g2g4 a2a6 e2d2 h7g6 f1a6 g6h7 a6e2 h6h5 e2f3 h5g4 f3g4 h7g8 g4e6 f7e6 h1a1 e6e5 h4h5 h8h7 a1c1 h7h5 c1b1 h5h3 b1f1 d6d5 f1h1 d5d4 h1f1 h3h1 f1h1 g7g6 d2d1 d4d3 c2d3 e5e4 d3d4 g8f8 f2f4 f8g8,Generated,A00
True,80,draw,1275,1751,b1c3 e7e5 g1f3 g8f6 f3e5 f8d6 d2d4 d6e5 h2h3 d7d5 d4e5 c8h3 g2h3 b8c6 c3d5 c6e5 d5f6 e8f8 f1g2 d8d1 e1d1 g7f6 e2e4 f8g7 c1f4 g7g8 h1f1 a7a6 f4e5 a8b8 f1g1 h7h6 e5c7 f6f5 e4f5 b8e8 g2b7 g8f8 b7d5 h8h7 c7e5 a6a5 g1f1 e8d8 a2a3 d8d6 e5f4 d6e6 f4h6 h7g7 d5e6 a5a4 h6e3 f8g8 h3h4 g7g4 e6f7 g8g7 f7d5 g4g1 a1c1 g1g3 f2g3 g7h7 e3d4 h7h6 d5b3 a4b3 h4h5 b3c2 d1c2 h6g5 c1b1 g5g4 f1d1 g4h5 a3a4 h5h6 f5f6 h6g6,Generated,A00
True,25,white,1858,1473,h2h4 g8f6 b1c3 b8c6 d2d4 d7d5 e2e4 c6d4 e4d5 d8d5 g1f3 d5a2 f3d4 a2b2 c1f4 b2b3 a1a7 b3c3 e1e2 c3c2 d4c2 c8e6 a7a8 e6c8 a8c8,Generated,A00
True,80,draw,1906,1763,b1c3 e7e5 e2e4 b8c6 g1f3 d7d5 c3d5 g8f6 d5c7 e8d7 f3e5 d7c7 e5c6 c7c6 d2d3 f8d6 c1d2 d6h2 d3d4 c8f5 f1a6 b7a6 a2a3 a6a5 h1h2 d8d4 d2h6 f5e4 h6d2 d4d2 e1d2 e4g2 d1e2 c6b7 d2c1 b7c6 h2g2 c6d7 g2g3 a8b8 e2f1 b8b2 c1b2 a5a4 f1c4 h8d8 g3c3 a7a6 c4a4 d7e7 a4a6 d8d2 a6c6 d2f2 a1b1 f2c2 b2a1 h7h6 b1b3 c2f2 b3b4 f2d2 c6f6 e7f6 c3d3 f6e7 b4f4 d2d3 a1b1 e7f8 f4h4 d3h3 b1b2 h3a3 h4h6 a3a2 b2a2 f8g8 h6h1 g8f8,Generated,A00
True,80,draw,1922,1929,g1f3 g8f6 b1c3 d7d5 c3d5 f6d5 e2e3 b8d7 e3e4 d7e5 d2d4 c8d7 d4e5 d7g4 c1g5 g4f3 d1f3 d5b6 a2a4 e7e6 f1c4 b6d5 c4d5 d8d5 e1g1 d5e4 g2g3 e4f3 f1d1 f3d1 g1g2 d1a1 a4a5 a1a5 g5f4 f8c5 h2h3 e8c8 g2h1 a5c3 g3g4 c5f2 h1g2 c3e5 f4e5 f2d4 e5c7 d4b2 c7g3 h8g8 g4g5 h7h5 g3d6 a7a6 g2g1 b2e5 g5g6 e5d6 g6f7 c8b8 f7f8q d6f8 h3h4 e6e5 g1f1 f8e7 f1e2 e7c5 e2e1 g8h8 e1e2 h8e8 e2e1 e8g8 e1e2 a6a5 e2f1 c5e3 f1g2 d8d2,Generated,A00
True,80,draw,1720,1936,g1f3 e7e5 b1c3 g8e7 d2d4 d7d5 c3a4 b8d7 a4c5 e5d4 e2e4 d5e4 c5e4 e7g6 f1c4 f8d6 f3d4 d7e5 e1g1 e8g8 c1e3 c8g4 e3d2 a7a6 c4a6 a8a6 d2e3 g4d1 a1d1 d8d7 d1d3 f7f5 e4d6 d7f7 d6f7 a6d6 f7g5 d6d4 d3d4 f8f6 g5h7 f5f4 d4f4 f6f4 h7f6 f4f6 b2b3 f6f7 f1c1 f7f2 e3f4 f2f4 c1a1 f4d4 a1d1 g6f4 a2a3 d4b4 h2h3 b4b3 d1d7 e5d7 c2b3 f4g2 g1h1 d7f6 b3b4 f6e4 h1h2 g2f4 h2g1 f4h3 g1h1 h3f4 h1h2 f4g6 b4b5 g6e5 a3a4 e4f6,Generated,A00
True,80,draw,1538,1692,d2d4 e7e5 b1c3 g8f6 g1f3 e5d4 e2e4 f6e4 d1d4 e4f2 d4g7 b8c6 e1f2 f7f5 f2g1 d7d6 g7h8 d8h4 h8h7 c6d4 f3d4 b7b5 h7h4 d6d5 f1b5 e8f7 d4f5 d5d4 h4g4 f8d6 b5c6 c8f5 g4f5 f7g7 c6a8 d4c3 f5b5 d6c5 g1f1 c3b2 c1b2 g7f8 b5c5 f8g8 a8e4 a7a5 b2c3 g8f7 c5h5 f7e6 h5e2 e6e7 a1d1 e7e8 f1g1 e8e7 g2g3 a5a4 g3g4 e7f8 e4d5 c7c5 e2f3 f8e7 d1f1 c5c4 g4g5 e7d8 f3e4 d8c7 f1e1 c7d6 d5c4 d6d7 c4e6 d7c7 e4e3 a4a3 e6d5 c7c8,Generated,A00
